,id,indicator,m_cp,Название на русском
14596,BLR,n_sdg17_sprofits,1,Беларусь
14597,BTN,n_sdg17_sprofits,1,Бутан
14598,CHN,n_sdg17_sprofits,1,КНР
14599,DJI,n_sdg17_sprofits,1,Джибути
14600,EGY,n_sdg17_sprofits,1,Египет
14601,ERI,n_sdg17_sprofits,1,Эритрея
14602,ETH,n_sdg17_sprofits,1,Эфиопия
14603,HND,n_sdg17_sprofits,1,Гондурас
14604,IND,n_sdg17_sprofits,1,Индия
14605,IRN,n_sdg17_sprofits,1,Иран
14606,IRQ,n_sdg17_sprofits,1,Ирак
14607,JOR,n_sdg17_sprofits,1,Иордания
14608,KAZ,n_sdg17_sprofits,1,Казахстан
14609,KGZ,n_sdg17_sprofits,1,Кыргызстан 
14610,KHM,n_sdg17_sprofits,1,Камбоджа
14611,LAO,n_sdg17_sprofits,1,Лаос
14612,LKA,n_sdg17_sprofits,1,Шри-Ланка
14613,MMR,n_sdg17_sprofits,1,Мьянма
14614,NIC,n_sdg17_sprofits,1,Никарагуа
14615,PAK,n_sdg17_sprofits,1,Пакистан
14616,PRK,n_sdg17_sprofits,1,Корея (КНДР)
14617,RUS,n_sdg17_sprofits,1,Россия
14618,RWA,n_sdg17_sprofits,1,Руанда
14619,SAU,n_sdg17_sprofits,1,Саудовская Аравия
14620,SDN,n_sdg17_sprofits,1,Судан
14621,SYR,n_sdg17_sprofits,1,Сирия
14622,TJK,n_sdg17_sprofits,1,Таджикистан
14623,TKM,n_sdg17_sprofits,1,Туркменистан
14624,UGA,n_sdg17_sprofits,1,Уганда
14625,UZB,n_sdg17_sprofits,1,Узбекистан
14626,VEN,n_sdg17_sprofits,1,Венесуэла
14627,VNM,n_sdg17_sprofits,1,Вьетнам
14628,YEM,n_sdg17_sprofits,1,Йеменская Арабская Республика
14629,GTM,n_sdg17_sprofits,1,Гватемала
14630,LBY,n_sdg17_sprofits,1,Ливия
14631,SOM,n_sdg17_sprofits,1,Сомали
14632,SLV,n_sdg17_sprofits,1,Эль-Сальвадор
14633,OMN,n_sdg17_sprofits,1,Оман
14634,COD,n_sdg17_sprofits,1,Демократическая Республика Конго
14635,LBN,n_sdg17_sprofits,0,Ливан
14636,CMR,n_sdg17_sprofits,1,Камерун
14637,PER,n_sdg17_sprofits,1,Перу
14638,TUN,n_sdg17_sprofits,1,Тунис
14639,KWT,n_sdg17_sprofits,1,Кувейт
14640,IDN,n_sdg17_sprofits,1,Индонезия
14641,DZA,n_sdg17_sprofits,1,Алжир
14642,BDI,n_sdg17_sprofits,1,Бурунди
14643,MEX,n_sdg17_sprofits,1,Мексика
14644,SGP,n_sdg17_sprofits,0,Сингапур
14645,NGA,n_sdg17_sprofits,1,Нигерия
14646,TGO,n_sdg17_sprofits,1,Того
14647,MAR,n_sdg17_sprofits,1,Марокко
14648,MLI,n_sdg17_sprofits,1,Мали
14649,GNQ,n_sdg17_sprofits,1,Экватор. Гвинея
14650,KEN,n_sdg17_sprofits,1,Кения
14651,PHL,n_sdg17_sprofits,1,Филиппины
14652,COL,n_sdg17_sprofits,1,Колумбия
14653,GEO,n_sdg17_sprofits,1,Грузия
14654,MDG,n_sdg17_sprofits,1,Мадагаскар
14655,ISR,n_sdg17_sprofits,1,Израиль
14656,SSD,n_sdg17_sprofits,1,Южный Судан
14657,TCD,n_sdg17_sprofits,1,Чад
14658,LSO,n_sdg17_sprofits,1,Лесото
14659,ZWE,n_sdg17_sprofits,1,Зимбабве
14660,BFA,n_sdg17_sprofits,1,Буркина-Фасо
14661,GIN,n_sdg17_sprofits,1,Гвинея
14662,MNG,n_sdg17_sprofits,1,Монголия
14663,MOZ,n_sdg17_sprofits,1,Мозамбик
14664,AGO,n_sdg17_sprofits,1,Ангола
14665,SWZ,n_sdg17_sprofits,1,Свазиленд
14666,BRN,n_sdg17_sprofits,1,Бруней
14667,SRB,n_sdg17_sprofits,1,Сербия
14668,TZA,n_sdg17_sprofits,1,Танзания
14669,ECU,n_sdg17_sprofits,1,Эквадор
14670,BOL,n_sdg17_sprofits,1,Боливия
14671,BEN,n_sdg17_sprofits,1,Бенин
14672,NPL,n_sdg17_sprofits,1,Непал
14673,GRC,n_sdg17_sprofits,1,Греция
14674,MYS,n_sdg17_sprofits,1,Малайзия
14675,ARG,n_sdg17_sprofits,1,Аргентина
14676,BIH,n_sdg17_sprofits,1,Босния и Герцеговина
14677,THA,n_sdg17_sprofits,1,Таиланд
14678,PRY,n_sdg17_sprofits,1,Парагвай
14679,NER,n_sdg17_sprofits,1,Нигер
14680,ZMB,n_sdg17_sprofits,1,Замбия
14681,BWA,n_sdg17_sprofits,1,Ботсвана
14682,ALB,n_sdg17_sprofits,1,Албания
14683,QAT,n_sdg17_sprofits,1,Катар
14684,CYP,n_sdg17_sprofits,0,Кипр
14685,MWI,n_sdg17_sprofits,1,Малави
14686,SEN,n_sdg17_sprofits,1,Сенегал
14687,CAF,n_sdg17_sprofits,1,Центр.Афр.Респуб.
14688,COG,n_sdg17_sprofits,1,Республика Конго
14689,BGR,n_sdg17_sprofits,1,Болгария
14690,CHL,n_sdg17_sprofits,1,Чили
14691,HUN,n_sdg17_sprofits,1,Венгрия
14692,MLT,n_sdg17_sprofits,0,Мальта
14693,JPN,n_sdg17_sprofits,1,Япония
14694,CIV,n_sdg17_sprofits,1,Кот Д'Ивуар
14695,BRA,n_sdg17_sprofits,1,Бразилия
14696,UKR,n_sdg17_sprofits,1,Украина
14697,KOR,n_sdg17_sprofits,1,Корея, Республика
14698,HRV,n_sdg17_sprofits,1,Хорватия
14699,URY,n_sdg17_sprofits,1,Уругвай
14700,GMB,n_sdg17_sprofits,1,Гамбия
14701,USA,n_sdg17_sprofits,1,США
14702,SLE,n_sdg17_sprofits,1,Сьерра-Леоне
14703,ROU,n_sdg17_sprofits,1,Румыния
14704,LBR,n_sdg17_sprofits,1,Либерия
14705,PAN,n_sdg17_sprofits,0,Панама
14706,GHA,n_sdg17_sprofits,1,Гана
14707,MRT,n_sdg17_sprofits,1,Мавритания
14708,ITA,n_sdg17_sprofits,1,Италия
14709,MKD,n_sdg17_sprofits,1,Северная Македония
14710,GAB,n_sdg17_sprofits,1,Габон
14711,SVK,n_sdg17_sprofits,1,Словакия
14712,MNE,n_sdg17_sprofits,1,Черногория
14713,CRI,n_sdg17_sprofits,1,Коста-Рика
14714,MDA,n_sdg17_sprofits,1,Молдова, Республика
14715,ARM,n_sdg17_sprofits,1,Армения
14716,SVN,n_sdg17_sprofits,1,Словения
14717,POL,n_sdg17_sprofits,1,Польша
14718,AUS,n_sdg17_sprofits,1,Австралия
14719,NAM,n_sdg17_sprofits,1,Намибия
14720,ZAF,n_sdg17_sprofits,1,Южно-Африканская Республика
14721,FRA,n_sdg17_sprofits,1,Монако
14722,ESP,n_sdg17_sprofits,1,Испания
14723,AUT,n_sdg17_sprofits,1,Австрия
14724,CAN,n_sdg17_sprofits,1,Канада
14725,GBR,n_sdg17_sprofits,0,Великобритания
14726,BEL,n_sdg17_sprofits,0,Бельгия
14727,ISL,n_sdg17_sprofits,1,Исландия
14728,NZL,n_sdg17_sprofits,1,Новая Зеландия
14729,LVA,n_sdg17_sprofits,1,Латвия
14730,LTU,n_sdg17_sprofits,1,Литва
14731,TUR,n_sdg17_sprofits,1,Турция
14732,LUX,n_sdg17_sprofits,0,Люксембург
14733,DEU,n_sdg17_sprofits,1,Германия
14734,CZE,n_sdg17_sprofits,1,Чешская Республика
14735,CHE,n_sdg17_sprofits,0,Швейцария
14736,PRT,n_sdg17_sprofits,1,Португалия
14737,IRL,n_sdg17_sprofits,0,Ирландия
14738,DNK,n_sdg17_sprofits,1,Дания
14739,FIN,n_sdg17_sprofits,1,Финляндия
14740,EST,n_sdg17_sprofits,1,Эстония
14741,NLD,n_sdg17_sprofits,0,Нидерланды
14742,NOR,n_sdg17_sprofits,1,Норвегия
14743,SWE,n_sdg17_sprofits,1,Швеция
14744,AFG,n_sdg17_statperf,0,Афганистан
14745,ARE,n_sdg17_statperf,0,ОАЭ
14746,AZE,n_sdg17_statperf,0,Азербайджан
14747,BGD,n_sdg17_statperf,0,Бангладеш
14748,BLR,n_sdg17_statperf,0,Беларусь
14749,BTN,n_sdg17_statperf,0,Бутан
14750,CHN,n_sdg17_statperf,0,КНР
14751,DJI,n_sdg17_statperf,0,Джибути
14752,EGY,n_sdg17_statperf,1,Египет
14753,ERI,n_sdg17_statperf,0,Эритрея
14754,ETH,n_sdg17_statperf,0,Эфиопия
14755,HND,n_sdg17_statperf,0,Гондурас
14756,IND,n_sdg17_statperf,0,Индия
14757,IRN,n_sdg17_statperf,0,Иран
14758,IRQ,n_sdg17_statperf,0,Ирак
14759,JOR,n_sdg17_statperf,0,Иордания
14760,KAZ,n_sdg17_statperf,0,Казахстан
14761,KGZ,n_sdg17_statperf,0,Кыргызстан 
14762,KHM,n_sdg17_statperf,0,Камбоджа
14763,LAO,n_sdg17_statperf,0,Лаос
14764,LKA,n_sdg17_statperf,1,Шри-Ланка
14765,MMR,n_sdg17_statperf,0,Мьянма
14766,NIC,n_sdg17_statperf,0,Никарагуа
14767,PAK,n_sdg17_statperf,0,Пакистан
14768,PRK,n_sdg17_statperf,0,Корея (КНДР)
14769,RUS,n_sdg17_statperf,1,Россия
14770,RWA,n_sdg17_statperf,0,Руанда
14771,SAU,n_sdg17_statperf,1,Саудовская Аравия
14772,SDN,n_sdg17_statperf,0,Судан
14773,SYR,n_sdg17_statperf,0,Сирия
14774,TJK,n_sdg17_statperf,0,Таджикистан
14775,TKM,n_sdg17_statperf,0,Туркменистан
14776,UGA,n_sdg17_statperf,0,Уганда
14777,UZB,n_sdg17_statperf,1,Узбекистан
14778,VEN,n_sdg17_statperf,0,Венесуэла
14779,VNM,n_sdg17_statperf,0,Вьетнам
14780,YEM,n_sdg17_statperf,0,Йеменская Арабская Республика
14781,GTM,n_sdg17_statperf,0,Гватемала
14782,LBY,n_sdg17_statperf,0,Ливия
14783,SOM,n_sdg17_statperf,0,Сомали
14784,SLV,n_sdg17_statperf,0,Эль-Сальвадор
14785,OMN,n_sdg17_statperf,0,Оман
14786,COD,n_sdg17_statperf,0,Демократическая Республика Конго
14787,LBN,n_sdg17_statperf,0,Ливан
14788,CMR,n_sdg17_statperf,0,Камерун
14789,PER,n_sdg17_statperf,0,Перу
14790,TUN,n_sdg17_statperf,0,Тунис
14791,KWT,n_sdg17_statperf,0,Кувейт
14792,IDN,n_sdg17_statperf,1,Индонезия
14793,DZA,n_sdg17_statperf,0,Алжир
14794,BDI,n_sdg17_statperf,0,Бурунди
14795,MEX,n_sdg17_statperf,1,Мексика
14796,SGP,n_sdg17_statperf,1,Сингапур
14797,NGA,n_sdg17_statperf,0,Нигерия
14798,TGO,n_sdg17_statperf,0,Того
14799,MAR,n_sdg17_statperf,0,Марокко
14800,MLI,n_sdg17_statperf,0,Мали
14801,GNQ,n_sdg17_statperf,0,Экватор. Гвинея
14802,KEN,n_sdg17_statperf,0,Кения
14803,PHL,n_sdg17_statperf,1,Филиппины
14804,COL,n_sdg17_statperf,1,Колумбия
14805,GEO,n_sdg17_statperf,1,Грузия
14806,MDG,n_sdg17_statperf,0,Мадагаскар
14807,ISR,n_sdg17_statperf,1,Израиль
14808,SSD,n_sdg17_statperf,0,Южный Судан
14809,TCD,n_sdg17_statperf,0,Чад
14810,LSO,n_sdg17_statperf,0,Лесото
14811,ZWE,n_sdg17_statperf,0,Зимбабве
14812,BFA,n_sdg17_statperf,0,Буркина-Фасо
14813,GIN,n_sdg17_statperf,0,Гвинея
14814,MNG,n_sdg17_statperf,1,Монголия
14815,MOZ,n_sdg17_statperf,0,Мозамбик
14816,AGO,n_sdg17_statperf,0,Ангола
14817,SWZ,n_sdg17_statperf,0,Свазиленд
14818,BRN,n_sdg17_statperf,0,Бруней
14819,SRB,n_sdg17_statperf,1,Сербия
14820,TZA,n_sdg17_statperf,0,Танзания
14821,ECU,n_sdg17_statperf,0,Эквадор
14822,BOL,n_sdg17_statperf,0,Боливия
14823,BEN,n_sdg17_statperf,0,Бенин
14824,NPL,n_sdg17_statperf,0,Непал
14825,GRC,n_sdg17_statperf,1,Греция
14826,MYS,n_sdg17_statperf,1,Малайзия
14827,ARG,n_sdg17_statperf,0,Аргентина
14828,BIH,n_sdg17_statperf,0,Босния и Герцеговина
14829,THA,n_sdg17_statperf,1,Таиланд
14830,PRY,n_sdg17_statperf,0,Парагвай
14831,NER,n_sdg17_statperf,0,Нигер
14832,ZMB,n_sdg17_statperf,0,Замбия
14833,BWA,n_sdg17_statperf,0,Ботсвана
14834,ALB,n_sdg17_statperf,1,Албания
14835,QAT,n_sdg17_statperf,0,Катар
14836,CYP,n_sdg17_statperf,1,Кипр
14837,MWI,n_sdg17_statperf,0,Малави
14838,SEN,n_sdg17_statperf,0,Сенегал
14839,CAF,n_sdg17_statperf,0,Центр.Афр.Респуб.
14840,COG,n_sdg17_statperf,0,Республика Конго
14841,BGR,n_sdg17_statperf,1,Болгария
14842,CHL,n_sdg17_statperf,1,Чили
14843,HUN,n_sdg17_statperf,1,Венгрия
14844,MLT,n_sdg17_statperf,1,Мальта
14845,JPN,n_sdg17_statperf,1,Япония
14846,CIV,n_sdg17_statperf,0,Кот Д'Ивуар
14847,BRA,n_sdg17_statperf,1,Бразилия
14848,UKR,n_sdg17_statperf,0,Украина
14849,KOR,n_sdg17_statperf,1,Корея, Республика
14850,HRV,n_sdg17_statperf,1,Хорватия
14851,URY,n_sdg17_statperf,1,Уругвай
14852,GMB,n_sdg17_statperf,0,Гамбия
14853,USA,n_sdg17_statperf,1,США
14854,SLE,n_sdg17_statperf,0,Сьерра-Леоне
14855,ROU,n_sdg17_statperf,1,Румыния
14856,LBR,n_sdg17_statperf,0,Либерия
14857,PAN,n_sdg17_statperf,0,Панама
14858,GHA,n_sdg17_statperf,0,Гана
14859,MRT,n_sdg17_statperf,0,Мавритания
14860,ITA,n_sdg17_statperf,1,Италия
14861,MKD,n_sdg17_statperf,1,Северная Македония
14862,GAB,n_sdg17_statperf,0,Габон
14863,SVK,n_sdg17_statperf,1,Словакия
14864,MNE,n_sdg17_statperf,0,Черногория
14865,CRI,n_sdg17_statperf,1,Коста-Рика
14866,MDA,n_sdg17_statperf,1,Молдова, Республика
14867,ARM,n_sdg17_statperf,1,Армения
14868,SVN,n_sdg17_statperf,1,Словения
14869,POL,n_sdg17_statperf,1,Польша
14870,AUS,n_sdg17_statperf,1,Австралия
14871,NAM,n_sdg17_statperf,0,Намибия
14872,ZAF,n_sdg17_statperf,1,Южно-Африканская Республика
14873,FRA,n_sdg17_statperf,1,Монако
14874,ESP,n_sdg17_statperf,1,Испания
14875,AUT,n_sdg17_statperf,1,Австрия
14876,CAN,n_sdg17_statperf,1,Канада
14877,GBR,n_sdg17_statperf,1,Великобритания
14878,BEL,n_sdg17_statperf,1,Бельгия
14879,ISL,n_sdg17_statperf,1,Исландия
14880,NZL,n_sdg17_statperf,1,Новая Зеландия
14881,LVA,n_sdg17_statperf,1,Латвия
14882,LTU,n_sdg17_statperf,1,Литва
14883,TUR,n_sdg17_statperf,1,Турция
14884,LUX,n_sdg17_statperf,1,Люксембург
14885,DEU,n_sdg17_statperf,1,Германия
14886,CZE,n_sdg17_statperf,1,Чешская Республика
14887,CHE,n_sdg17_statperf,1,Швейцария
14888,PRT,n_sdg17_statperf,1,Португалия
14889,IRL,n_sdg17_statperf,1,Ирландия
14890,DNK,n_sdg17_statperf,1,Дания
14891,FIN,n_sdg17_statperf,1,Финляндия
14892,EST,n_sdg17_statperf,1,Эстония
14893,NLD,n_sdg17_statperf,1,Нидерланды
14894,NOR,n_sdg17_statperf,1,Норвегия
14895,SWE,n_sdg17_statperf,1,Швеция
14896,AFG,n_sdg17_multilat,0,Афганистан
14897,ARE,n_sdg17_multilat,0,ОАЭ
14898,AZE,n_sdg17_multilat,0,Азербайджан
14899,BGD,n_sdg17_multilat,0,Бангладеш
14900,BLR,n_sdg17_multilat,0,Беларусь
14901,BTN,n_sdg17_multilat,0,Бутан
14902,CHN,n_sdg17_multilat,0,КНР
14903,DJI,n_sdg17_multilat,0,Джибути
14904,EGY,n_sdg17_multilat,0,Египет
14905,ERI,n_sdg17_multilat,0,Эритрея
14906,ETH,n_sdg17_multilat,0,Эфиопия
14907,HND,n_sdg17_multilat,1,Гондурас
14908,IND,n_sdg17_multilat,0,Индия
14909,IRN,n_sdg17_multilat,0,Иран
14910,IRQ,n_sdg17_multilat,0,Ирак
14911,JOR,n_sdg17_multilat,0,Иордания
14912,KAZ,n_sdg17_multilat,1,Казахстан
14913,KGZ,n_sdg17_multilat,0,Кыргызстан 
14914,KHM,n_sdg17_multilat,0,Камбоджа
14915,LAO,n_sdg17_multilat,0,Лаос
14916,LKA,n_sdg17_multilat,0,Шри-Ланка
14917,MMR,n_sdg17_multilat,0,Мьянма
14918,NIC,n_sdg17_multilat,0,Никарагуа
14919,PAK,n_sdg17_multilat,0,Пакистан
14920,PRK,n_sdg17_multilat,0,Корея (КНДР)
14921,RUS,n_sdg17_multilat,0,Россия
14922,RWA,n_sdg17_multilat,0,Руанда
14923,SAU,n_sdg17_multilat,0,Саудовская Аравия
14924,SDN,n_sdg17_multilat,0,Судан
14925,SYR,n_sdg17_multilat,0,Сирия
14926,TJK,n_sdg17_multilat,0,Таджикистан
14927,TKM,n_sdg17_multilat,0,Туркменистан
14928,UGA,n_sdg17_multilat,0,Уганда
14929,UZB,n_sdg17_multilat,0,Узбекистан
14930,VEN,n_sdg17_multilat,0,Венесуэла
14931,VNM,n_sdg17_multilat,0,Вьетнам
14932,YEM,n_sdg17_multilat,0,Йеменская Арабская Республика
14933,GTM,n_sdg17_multilat,1,Гватемала
14934,LBY,n_sdg17_multilat,0,Ливия
14935,SOM,n_sdg17_multilat,0,Сомали
14936,SLV,n_sdg17_multilat,1,Эль-Сальвадор
14937,OMN,n_sdg17_multilat,0,Оман
14938,COD,n_sdg17_multilat,0,Демократическая Республика Конго
14939,LBN,n_sdg17_multilat,0,Ливан
14940,CMR,n_sdg17_multilat,0,Камерун
14941,PER,n_sdg17_multilat,1,Перу
14942,TUN,n_sdg17_multilat,1,Тунис
14943,KWT,n_sdg17_multilat,0,Кувейт
14944,IDN,n_sdg17_multilat,0,Индонезия
14945,DZA,n_sdg17_multilat,0,Алжир
14946,BDI,n_sdg17_multilat,0,Бурунди
14947,MEX,n_sdg17_multilat,1,Мексика
14948,SGP,n_sdg17_multilat,0,Сингапур
14949,NGA,n_sdg17_multilat,0,Нигерия
14950,TGO,n_sdg17_multilat,0,Того
14951,MAR,n_sdg17_multilat,0,Марокко
14952,MLI,n_sdg17_multilat,0,Мали
14953,GNQ,n_sdg17_multilat,0,Экватор. Гвинея
14954,KEN,n_sdg17_multilat,0,Кения
14955,PHL,n_sdg17_multilat,1,Филиппины
14956,COL,n_sdg17_multilat,1,Колумбия
14957,GEO,n_sdg17_multilat,0,Грузия
14958,MDG,n_sdg17_multilat,1,Мадагаскар
14959,ISR,n_sdg17_multilat,0,Израиль
14960,SSD,n_sdg17_multilat,0,Южный Судан
14961,TCD,n_sdg17_multilat,0,Чад
14962,LSO,n_sdg17_multilat,0,Лесото
14963,ZWE,n_sdg17_multilat,0,Зимбабве
14964,BFA,n_sdg17_multilat,0,Буркина-Фасо
14965,GIN,n_sdg17_multilat,0,Гвинея
14966,MNG,n_sdg17_multilat,1,Монголия
14967,MOZ,n_sdg17_multilat,1,Мозамбик
14968,AGO,n_sdg17_multilat,0,Ангола
14969,SWZ,n_sdg17_multilat,0,Свазиленд
14970,BRN,n_sdg17_multilat,0,Бруней
14971,SRB,n_sdg17_multilat,0,Сербия
14972,TZA,n_sdg17_multilat,0,Танзания
14973,ECU,n_sdg17_multilat,1,Эквадор
14974,BOL,n_sdg17_multilat,0,Боливия
14975,BEN,n_sdg17_multilat,0,Бенин
14976,NPL,n_sdg17_multilat,0,Непал
14977,GRC,n_sdg17_multilat,0,Греция
14978,MYS,n_sdg17_multilat,1,Малайзия
14979,ARG,n_sdg17_multilat,1,Аргентина
14980,BIH,n_sdg17_multilat,0,Босния и Герцеговина
14981,THA,n_sdg17_multilat,1,Таиланд
14982,PRY,n_sdg17_multilat,1,Парагвай
14983,NER,n_sdg17_multilat,0,Нигер
14984,ZMB,n_sdg17_multilat,1,Замбия
14985,BWA,n_sdg17_multilat,1,Ботсвана
14986,ALB,n_sdg17_multilat,0,Албания
14987,QAT,n_sdg17_multilat,0,Катар
14988,CYP,n_sdg17_multilat,0,Кипр
14989,MWI,n_sdg17_multilat,0,Малави
14990,SEN,n_sdg17_multilat,1,Сенегал
14991,CAF,n_sdg17_multilat,0,Центр.Афр.Респуб.
14992,COG,n_sdg17_multilat,0,Республика Конго
14993,BGR,n_sdg17_multilat,0,Болгария
14994,CHL,n_sdg17_multilat,1,Чили
14995,HUN,n_sdg17_multilat,0,Венгрия
14996,MLT,n_sdg17_multilat,1,Мальта
14997,JPN,n_sdg17_multilat,0,Япония
14998,CIV,n_sdg17_multilat,0,Кот Д'Ивуар
14999,BRA,n_sdg17_multilat,1,Бразилия
15000,UKR,n_sdg17_multilat,0,Украина
15001,KOR,n_sdg17_multilat,0,Корея, Республика
15002,HRV,n_sdg17_multilat,0,Хорватия
15003,URY,n_sdg17_multilat,1,Уругвай
15004,GMB,n_sdg17_multilat,0,Гамбия
15005,USA,n_sdg17_multilat,0,США
15006,SLE,n_sdg17_multilat,1,Сьерра-Леоне
15007,ROU,n_sdg17_multilat,0,Румыния
15008,LBR,n_sdg17_multilat,0,Либерия
15009,PAN,n_sdg17_multilat,1,Панама
15010,GHA,n_sdg17_multilat,0,Гана
15011,MRT,n_sdg17_multilat,0,Мавритания
15012,ITA,n_sdg17_multilat,0,Италия
15013,MKD,n_sdg17_multilat,0,Северная Македония
15014,GAB,n_sdg17_multilat,0,Габон
15015,SVK,n_sdg17_multilat,0,Словакия
15016,MNE,n_sdg17_multilat,1,Черногория
15017,CRI,n_sdg17_multilat,1,Коста-Рика
15018,MDA,n_sdg17_multilat,0,Молдова, Республика
15019,ARM,n_sdg17_multilat,0,Армения
15020,SVN,n_sdg17_multilat,0,Словения
15021,POL,n_sdg17_multilat,0,Польша
15022,AUS,n_sdg17_multilat,0,Австралия
15023,NAM,n_sdg17_multilat,1,Намибия
15024,ZAF,n_sdg17_multilat,0,Южно-Африканская Республика
15025,FRA,n_sdg17_multilat,0,Монако
15026,ESP,n_sdg17_multilat,0,Испания
15027,AUT,n_sdg17_multilat,1,Австрия
15028,CAN,n_sdg17_multilat,0,Канада
