,id,indicator,m_cp,Название на русском
539,ARG,n_sdg2_stunting,0,Аргентина
540,BIH,n_sdg2_stunting,0,Босния и Герцеговина
541,THA,n_sdg2_stunting,0,Таиланд
542,PRY,n_sdg2_stunting,1,Парагвай
543,NER,n_sdg2_stunting,0,Нигер
544,ZMB,n_sdg2_stunting,0,Замбия
545,BWA,n_sdg2_stunting,0,Ботсвана
546,ALB,n_sdg2_stunting,0,Албания
547,QAT,n_sdg2_stunting,1,Катар
548,CYP,n_sdg2_stunting,1,Кипр
549,MWI,n_sdg2_stunting,0,Малави
550,SEN,n_sdg2_stunting,0,Сенегал
551,CAF,n_sdg2_stunting,0,Центр.Афр.Респуб.
552,COG,n_sdg2_stunting,0,Республика Конго
553,BGR,n_sdg2_stunting,1,Болгария
554,CHL,n_sdg2_stunting,1,Чили
555,HUN,n_sdg2_stunting,1,Венгрия
556,MLT,n_sdg2_stunting,1,Мальта
557,JPN,n_sdg2_stunting,1,Япония
558,CIV,n_sdg2_stunting,0,Кот Д'Ивуар
559,BRA,n_sdg2_stunting,0,Бразилия
560,UKR,n_sdg2_stunting,0,Украина
561,KOR,n_sdg2_stunting,1,Корея, Республика
562,HRV,n_sdg2_stunting,1,Хорватия
563,URY,n_sdg2_stunting,1,Уругвай
564,GMB,n_sdg2_stunting,0,Гамбия
565,USA,n_sdg2_stunting,1,США
566,SLE,n_sdg2_stunting,0,Сьерра-Леоне
567,ROU,n_sdg2_stunting,0,Румыния
568,LBR,n_sdg2_stunting,0,Либерия
569,PAN,n_sdg2_stunting,0,Панама
570,GHA,n_sdg2_stunting,0,Гана
571,MRT,n_sdg2_stunting,0,Мавритания
572,ITA,n_sdg2_stunting,1,Италия
573,MKD,n_sdg2_stunting,1,Северная Македония
574,GAB,n_sdg2_stunting,0,Габон
575,SVK,n_sdg2_stunting,1,Словакия
576,MNE,n_sdg2_stunting,1,Черногория
577,CRI,n_sdg2_stunting,0,Коста-Рика
578,MDA,n_sdg2_stunting,1,Молдова, Республика
579,ARM,n_sdg2_stunting,0,Армения
580,SVN,n_sdg2_stunting,1,Словения
581,POL,n_sdg2_stunting,1,Польша
582,AUS,n_sdg2_stunting,1,Австралия
583,NAM,n_sdg2_stunting,0,Намибия
584,ZAF,n_sdg2_stunting,0,Южно-Африканская Республика
585,FRA,n_sdg2_stunting,1,Монако
586,ESP,n_sdg2_stunting,1,Испания
587,AUT,n_sdg2_stunting,1,Австрия
588,CAN,n_sdg2_stunting,1,Канада
589,GBR,n_sdg2_stunting,1,Великобритания
590,BEL,n_sdg2_stunting,1,Бельгия
591,ISL,n_sdg2_stunting,1,Исландия
592,NZL,n_sdg2_stunting,1,Новая Зеландия
593,LVA,n_sdg2_stunting,1,Латвия
594,LTU,n_sdg2_stunting,1,Литва
595,TUR,n_sdg2_stunting,1,Турция
596,LUX,n_sdg2_stunting,1,Люксембург
597,DEU,n_sdg2_stunting,1,Германия
598,CZE,n_sdg2_stunting,1,Чешская Республика
599,CHE,n_sdg2_stunting,1,Швейцария
600,PRT,n_sdg2_stunting,1,Португалия
601,IRL,n_sdg2_stunting,1,Ирландия
602,DNK,n_sdg2_stunting,1,Дания
603,FIN,n_sdg2_stunting,1,Финляндия
604,EST,n_sdg2_stunting,1,Эстония
605,NLD,n_sdg2_stunting,1,Нидерланды
606,NOR,n_sdg2_stunting,1,Норвегия
607,SWE,n_sdg2_stunting,1,Швеция
608,AFG,n_sdg2_wasting,1,Афганистан
609,ARE,n_sdg2_wasting,1,ОАЭ
610,AZE,n_sdg2_wasting,1,Азербайджан
611,BGD,n_sdg2_wasting,0,Бангладеш
612,BLR,n_sdg2_wasting,1,Беларусь
613,BTN,n_sdg2_wasting,0,Бутан
614,CHN,n_sdg2_wasting,1,КНР
615,DJI,n_sdg2_wasting,0,Джибути
616,EGY,n_sdg2_wasting,0,Египет
617,ERI,n_sdg2_wasting,0,Эритрея
618,ETH,n_sdg2_wasting,0,Эфиопия
619,HND,n_sdg2_wasting,1,Гондурас
620,IND,n_sdg2_wasting,0,Индия
621,IRN,n_sdg2_wasting,1,Иран
622,IRQ,n_sdg2_wasting,1,Ирак
623,JOR,n_sdg2_wasting,1,Иордания
624,KAZ,n_sdg2_wasting,1,Казахстан
625,KGZ,n_sdg2_wasting,1,Кыргызстан 
626,KHM,n_sdg2_wasting,0,Камбоджа
627,LAO,n_sdg2_wasting,0,Лаос
628,LKA,n_sdg2_wasting,0,Шри-Ланка
629,MMR,n_sdg2_wasting,0,Мьянма
630,NIC,n_sdg2_wasting,1,Никарагуа
631,PAK,n_sdg2_wasting,0,Пакистан
632,PRK,n_sdg2_wasting,1,Корея (КНДР)
633,RUS,n_sdg2_wasting,1,Россия
634,RWA,n_sdg2_wasting,1,Руанда
635,SAU,n_sdg2_wasting,1,Саудовская Аравия
636,SDN,n_sdg2_wasting,0,Судан
637,SYR,n_sdg2_wasting,0,Сирия
638,TJK,n_sdg2_wasting,0,Таджикистан
639,TKM,n_sdg2_wasting,1,Туркменистан
640,UGA,n_sdg2_wasting,1,Уганда
641,UZB,n_sdg2_wasting,1,Узбекистан
642,VEN,n_sdg2_wasting,1,Венесуэла
643,VNM,n_sdg2_wasting,1,Вьетнам
644,YEM,n_sdg2_wasting,0,Йеменская Арабская Республика
645,GTM,n_sdg2_wasting,1,Гватемала
646,LBY,n_sdg2_wasting,0,Ливия
647,SOM,n_sdg2_wasting,0,Сомали
648,SLV,n_sdg2_wasting,1,Эль-Сальвадор
649,OMN,n_sdg2_wasting,0,Оман
650,COD,n_sdg2_wasting,0,Демократическая Республика Конго
651,LBN,n_sdg2_wasting,1,Ливан
652,CMR,n_sdg2_wasting,1,Камерун
653,PER,n_sdg2_wasting,1,Перу
654,TUN,n_sdg2_wasting,1,Тунис
655,KWT,n_sdg2_wasting,1,Кувейт
656,IDN,n_sdg2_wasting,0,Индонезия
657,DZA,n_sdg2_wasting,1,Алжир
658,BDI,n_sdg2_wasting,1,Бурунди
659,MEX,n_sdg2_wasting,1,Мексика
660,SGP,n_sdg2_wasting,1,Сингапур
661,NGA,n_sdg2_wasting,0,Нигерия
662,TGO,n_sdg2_wasting,0,Того
663,MAR,n_sdg2_wasting,1,Марокко
664,MLI,n_sdg2_wasting,0,Мали
665,GNQ,n_sdg2_wasting,1,Экватор. Гвинея
666,KEN,n_sdg2_wasting,1,Кения
667,PHL,n_sdg2_wasting,0,Филиппины
668,COL,n_sdg2_wasting,1,Колумбия
669,GEO,n_sdg2_wasting,1,Грузия
670,MDG,n_sdg2_wasting,0,Мадагаскар
671,ISR,n_sdg2_wasting,1,Израиль
672,SSD,n_sdg2_wasting,0,Южный Судан
673,TCD,n_sdg2_wasting,0,Чад
674,LSO,n_sdg2_wasting,1,Лесото
675,ZWE,n_sdg2_wasting,1,Зимбабве
676,BFA,n_sdg2_wasting,0,Буркина-Фасо
677,GIN,n_sdg2_wasting,0,Гвинея
678,MNG,n_sdg2_wasting,1,Монголия
679,MOZ,n_sdg2_wasting,1,Мозамбик
680,AGO,n_sdg2_wasting,1,Ангола
681,SWZ,n_sdg2_wasting,1,Свазиленд
682,BRN,n_sdg2_wasting,1,Бруней
683,SRB,n_sdg2_wasting,1,Сербия
684,TZA,n_sdg2_wasting,1,Танзания
685,ECU,n_sdg2_wasting,1,Эквадор
686,BOL,n_sdg2_wasting,1,Боливия
687,BEN,n_sdg2_wasting,0,Бенин
688,NPL,n_sdg2_wasting,0,Непал
689,GRC,n_sdg2_wasting,1,Греция
690,MYS,n_sdg2_wasting,0,Малайзия
691,ARG,n_sdg2_wasting,1,Аргентина
692,BIH,n_sdg2_wasting,1,Босния и Герцеговина
693,THA,n_sdg2_wasting,0,Таиланд
694,PRY,n_sdg2_wasting,1,Парагвай
695,NER,n_sdg2_wasting,0,Нигер
696,ZMB,n_sdg2_wasting,1,Замбия
697,BWA,n_sdg2_wasting,0,Ботсвана
698,ALB,n_sdg2_wasting,1,Албания
699,QAT,n_sdg2_wasting,1,Катар
700,CYP,n_sdg2_wasting,1,Кипр
701,MWI,n_sdg2_wasting,1,Малави
702,SEN,n_sdg2_wasting,0,Сенегал
703,CAF,n_sdg2_wasting,0,Центр.Афр.Респуб.
704,COG,n_sdg2_wasting,0,Республика Конго
705,BGR,n_sdg2_wasting,0,Болгария
706,CHL,n_sdg2_wasting,1,Чили
707,HUN,n_sdg2_wasting,1,Венгрия
708,MLT,n_sdg2_wasting,1,Мальта
709,JPN,n_sdg2_wasting,1,Япония
710,CIV,n_sdg2_wasting,0,Кот Д'Ивуар
711,BRA,n_sdg2_wasting,1,Бразилия
712,UKR,n_sdg2_wasting,0,Украина
713,KOR,n_sdg2_wasting,1,Корея, Республика
714,HRV,n_sdg2_wasting,1,Хорватия
715,URY,n_sdg2_wasting,1,Уругвай
716,GMB,n_sdg2_wasting,0,Гамбия
717,USA,n_sdg2_wasting,1,США
718,SLE,n_sdg2_wasting,0,Сьерра-Леоне
719,ROU,n_sdg2_wasting,1,Румыния
720,LBR,n_sdg2_wasting,1,Либерия
721,PAN,n_sdg2_wasting,1,Панама
722,GHA,n_sdg2_wasting,0,Гана
723,MRT,n_sdg2_wasting,0,Мавритания
724,ITA,n_sdg2_wasting,1,Италия
725,MKD,n_sdg2_wasting,1,Северная Македония
726,GAB,n_sdg2_wasting,1,Габон
727,SVK,n_sdg2_wasting,1,Словакия
728,MNE,n_sdg2_wasting,1,Черногория
729,CRI,n_sdg2_wasting,1,Коста-Рика
730,MDA,n_sdg2_wasting,1,Молдова, Республика
731,ARM,n_sdg2_wasting,1,Армения
732,SVN,n_sdg2_wasting,1,Словения
733,POL,n_sdg2_wasting,1,Польша
734,AUS,n_sdg2_wasting,1,Австралия
735,NAM,n_sdg2_wasting,0,Намибия
736,ZAF,n_sdg2_wasting,1,Южно-Африканская Республика
737,FRA,n_sdg2_wasting,1,Монако
738,ESP,n_sdg2_wasting,1,Испания
739,AUT,n_sdg2_wasting,1,Австрия
740,CAN,n_sdg2_wasting,1,Канада
741,GBR,n_sdg2_wasting,1,Великобритания
742,BEL,n_sdg2_wasting,1,Бельгия
743,ISL,n_sdg2_wasting,1,Исландия
744,NZL,n_sdg2_wasting,1,Новая Зеландия
745,LVA,n_sdg2_wasting,1,Латвия
746,LTU,n_sdg2_wasting,1,Литва
747,TUR,n_sdg2_wasting,1,Турция
748,LUX,n_sdg2_wasting,1,Люксембург
749,DEU,n_sdg2_wasting,1,Германия
750,CZE,n_sdg2_wasting,1,Чешская Республика
751,CHE,n_sdg2_wasting,1,Швейцария
752,PRT,n_sdg2_wasting,1,Португалия
753,IRL,n_sdg2_wasting,1,Ирландия
754,DNK,n_sdg2_wasting,1,Дания
755,FIN,n_sdg2_wasting,1,Финляндия
756,EST,n_sdg2_wasting,1,Эстония
757,NLD,n_sdg2_wasting,1,Нидерланды
758,NOR,n_sdg2_wasting,1,Норвегия
759,SWE,n_sdg2_wasting,1,Швеция
760,AFG,n_sdg2_mdd,0,Афганистан
761,ARE,n_sdg2_mdd,1,ОАЭ
762,AZE,n_sdg2_mdd,0,Азербайджан
763,BGD,n_sdg2_mdd,0,Бангладеш
764,BLR,n_sdg2_mdd,0,Беларусь
765,BTN,n_sdg2_mdd,0,Бутан
766,CHN,n_sdg2_mdd,0,КНР
767,DJI,n_sdg2_mdd,0,Джибути
768,EGY,n_sdg2_mdd,0,Египет
769,ERI,n_sdg2_mdd,0,Эритрея
770,ETH,n_sdg2_mdd,0,Эфиопия
771,HND,n_sdg2_mdd,0,Гондурас
772,IND,n_sdg2_mdd,0,Индия
773,IRN,n_sdg2_mdd,1,Иран
774,IRQ,n_sdg2_mdd,0,Ирак
775,JOR,n_sdg2_mdd,0,Иордания
776,KAZ,n_sdg2_mdd,0,Казахстан
777,KGZ,n_sdg2_mdd,0,Кыргызстан 
778,KHM,n_sdg2_mdd,0,Камбоджа
779,LAO,n_sdg2_mdd,0,Лаос
780,LKA,n_sdg2_mdd,1,Шри-Ланка
781,MMR,n_sdg2_mdd,0,Мьянма
782,NIC,n_sdg2_mdd,0,Никарагуа
783,PAK,n_sdg2_mdd,0,Пакистан
784,PRK,n_sdg2_mdd,0,Корея (КНДР)
785,RUS,n_sdg2_mdd,1,Россия
786,RWA,n_sdg2_mdd,0,Руанда
787,SAU,n_sdg2_mdd,0,Саудовская Аравия
788,SDN,n_sdg2_mdd,0,Судан
789,SYR,n_sdg2_mdd,0,Сирия
790,TJK,n_sdg2_mdd,0,Таджикистан
791,TKM,n_sdg2_mdd,0,Туркменистан
792,UGA,n_sdg2_mdd,0,Уганда
793,UZB,n_sdg2_mdd,0,Узбекистан
794,VEN,n_sdg2_mdd,0,Венесуэла
795,VNM,n_sdg2_mdd,0,Вьетнам
796,YEM,n_sdg2_mdd,0,Йеменская Арабская Республика
797,GTM,n_sdg2_mdd,0,Гватемала
798,LBY,n_sdg2_mdd,0,Ливия
799,SOM,n_sdg2_mdd,0,Сомали
800,SLV,n_sdg2_mdd,0,Эль-Сальвадор
801,OMN,n_sdg2_mdd,0,Оман
802,COD,n_sdg2_mdd,0,Демократическая Республика Конго
803,LBN,n_sdg2_mdd,0,Ливан
804,CMR,n_sdg2_mdd,0,Камерун
805,PER,n_sdg2_mdd,1,Перу
806,TUN,n_sdg2_mdd,0,Тунис
807,KWT,n_sdg2_mdd,0,Кувейт
808,IDN,n_sdg2_mdd,0,Индонезия
809,DZA,n_sdg2_mdd,0,Алжир
810,BDI,n_sdg2_mdd,0,Бурунди
811,MEX,n_sdg2_mdd,0,Мексика
812,SGP,n_sdg2_mdd,0,Сингапур
813,NGA,n_sdg2_mdd,0,Нигерия
814,TGO,n_sdg2_mdd,0,Того
815,MAR,n_sdg2_mdd,0,Марокко
816,MLI,n_sdg2_mdd,0,Мали
817,GNQ,n_sdg2_mdd,0,Экватор. Гвинея
818,KEN,n_sdg2_mdd,0,Кения
819,PHL,n_sdg2_mdd,0,Филиппины
820,COL,n_sdg2_mdd,0,Колумбия
821,GEO,n_sdg2_mdd,0,Грузия
822,MDG,n_sdg2_mdd,0,Мадагаскар
823,ISR,n_sdg2_mdd,1,Израиль
824,SSD,n_sdg2_mdd,0,Южный Судан
825,TCD,n_sdg2_mdd,0,Чад
826,LSO,n_sdg2_mdd,0,Лесото
827,ZWE,n_sdg2_mdd,0,Зимбабве
828,BFA,n_sdg2_mdd,0,Буркина-Фасо
829,GIN,n_sdg2_mdd,0,Гвинея
830,MNG,n_sdg2_mdd,0,Монголия
831,MOZ,n_sdg2_mdd,0,Мозамбик
832,AGO,n_sdg2_mdd,0,Ангола
833,SWZ,n_sdg2_mdd,0,Свазиленд
834,BRN,n_sdg2_mdd,0,Бруней
835,SRB,n_sdg2_mdd,1,Сербия
836,TZA,n_sdg2_mdd,0,Танзания
837,ECU,n_sdg2_mdd,0,Эквадор
838,BOL,n_sdg2_mdd,1,Боливия
839,BEN,n_sdg2_mdd,0,Бенин
840,NPL,n_sdg2_mdd,0,Непал
841,GRC,n_sdg2_mdd,1,Греция
842,MYS,n_sdg2_mdd,0,Малайзия
843,ARG,n_sdg2_mdd,0,Аргентина
844,BIH,n_sdg2_mdd,0,Босния и Герцеговина
845,THA,n_sdg2_mdd,1,Таиланд
846,PRY,n_sdg2_mdd,0,Парагвай
847,NER,n_sdg2_mdd,0,Нигер
848,ZMB,n_sdg2_mdd,0,Замбия
849,BWA,n_sdg2_mdd,0,Ботсвана
850,ALB,n_sdg2_mdd,0,Албания
851,QAT,n_sdg2_mdd,1,Катар
852,CYP,n_sdg2_mdd,1,Кипр
853,MWI,n_sdg2_mdd,0,Малави
854,SEN,n_sdg2_mdd,0,Сенегал
855,CAF,n_sdg2_mdd,0,Центр.Афр.Респуб.
856,COG,n_sdg2_mdd,0,Республика Конго
857,BGR,n_sdg2_mdd,1,Болгария
858,CHL,n_sdg2_mdd,1,Чили
859,HUN,n_sdg2_mdd,1,Венгрия
860,MLT,n_sdg2_mdd,1,Мальта
861,JPN,n_sdg2_mdd,1,Япония
862,CIV,n_sdg2_mdd,0,Кот Д'Ивуар
863,BRA,n_sdg2_mdd,0,Бразилия
864,UKR,n_sdg2_mdd,0,Украина
865,KOR,n_sdg2_mdd,1,Корея, Республика
866,HRV,n_sdg2_mdd,1,Хорватия
867,URY,n_sdg2_mdd,0,Уругвай
868,GMB,n_sdg2_mdd,0,Гамбия
869,USA,n_sdg2_mdd,0,США
870,SLE,n_sdg2_mdd,0,Сьерра-Леоне
871,ROU,n_sdg2_mdd,1,Румыния
872,LBR,n_sdg2_mdd,0,Либерия
873,PAN,n_sdg2_mdd,1,Панама
874,GHA,n_sdg2_mdd,0,Гана
875,MRT,n_sdg2_mdd,0,Мавритания
876,ITA,n_sdg2_mdd,1,Италия
877,MKD,n_sdg2_mdd,0,Северная Македония
878,GAB,n_sdg2_mdd,0,Габон
879,SVK,n_sdg2_mdd,1,Словакия
880,MNE,n_sdg2_mdd,0,Черногория
881,CRI,n_sdg2_mdd,1,Коста-Рика
882,MDA,n_sdg2_mdd,0,Молдова, Республика
883,ARM,n_sdg2_mdd,0,Армения
884,SVN,n_sdg2_mdd,1,Словения
885,POL,n_sdg2_mdd,1,Польша
886,AUS,n_sdg2_mdd,1,Австралия
887,NAM,n_sdg2_mdd,0,Намибия
888,ZAF,n_sdg2_mdd,0,Южно-Африканская Республика
889,FRA,n_sdg2_mdd,1,Монако
890,ESP,n_sdg2_mdd,1,Испания
891,AUT,n_sdg2_mdd,1,Австрия
892,CAN,n_sdg2_mdd,1,Канада
893,GBR,n_sdg2_mdd,1,Великобритания
894,BEL,n_sdg2_mdd,1,Бельгия
895,ISL,n_sdg2_mdd,1,Исландия
896,NZL,n_sdg2_mdd,0,Новая Зеландия
897,LVA,n_sdg2_mdd,1,Латвия
898,LTU,n_sdg2_mdd,1,Литва
899,TUR,n_sdg2_mdd,0,Турция
900,LUX,n_sdg2_mdd,1,Люксембург
901,DEU,n_sdg2_mdd,1,Германия
902,CZE,n_sdg2_mdd,1,Чешская Республика
903,CHE,n_sdg2_mdd,1,Швейцария
904,PRT,n_sdg2_mdd,1,Португалия
905,IRL,n_sdg2_mdd,1,Ирландия
906,DNK,n_sdg2_mdd,1,Дания
907,FIN,n_sdg2_mdd,1,Финляндия
908,EST,n_sdg2_mdd,1,Эстония
909,NLD,n_sdg2_mdd,1,Нидерланды
910,NOR,n_sdg2_mdd,1,Норвегия
911,SWE,n_sdg2_mdd,1,Швеция
912,AFG,n_sdg2_obesity,0,Афганистан
913,ARE,n_sdg2_obesity,0,ОАЭ
914,AZE,n_sdg2_obesity,0,Азербайджан
915,BGD,n_sdg2_obesity,1,Бангладеш
916,BLR,n_sdg2_obesity,0,Беларусь
917,BTN,n_sdg2_obesity,0,Бутан
918,CHN,n_sdg2_obesity,1,КНР
919,DJI,n_sdg2_obesity,0,Джибути
920,EGY,n_sdg2_obesity,0,Египет
921,ERI,n_sdg2_obesity,1,Эритрея
922,ETH,n_sdg2_obesity,1,Эфиопия
923,HND,n_sdg2_obesity,0,Гондурас
924,IND,n_sdg2_obesity,1,Индия
925,IRN,n_sdg2_obesity,0,Иран
926,IRQ,n_sdg2_obesity,0,Ирак
927,JOR,n_sdg2_obesity,0,Иордания
928,KAZ,n_sdg2_obesity,0,Казахстан
929,KGZ,n_sdg2_obesity,0,Кыргызстан 
930,KHM,n_sdg2_obesity,1,Камбоджа
931,LAO,n_sdg2_obesity,1,Лаос
932,LKA,n_sdg2_obesity,0,Шри-Ланка
933,MMR,n_sdg2_obesity,1,Мьянма
934,NIC,n_sdg2_obesity,0,Никарагуа
935,PAK,n_sdg2_obesity,0,Пакистан
936,PRK,n_sdg2_obesity,0,Корея (КНДР)
937,RUS,n_sdg2_obesity,0,Россия
938,RWA,n_sdg2_obesity,1,Руанда
939,SAU,n_sdg2_obesity,0,Саудовская Аравия
940,SDN,n_sdg2_obesity,0,Судан
941,SYR,n_sdg2_obesity,0,Сирия
942,TJK,n_sdg2_obesity,0,Таджикистан
943,TKM,n_sdg2_obesity,0,Туркменистан
944,UGA,n_sdg2_obesity,1,Уганда
945,UZB,n_sdg2_obesity,0,Узбекистан
946,VEN,n_sdg2_obesity,0,Венесуэла
947,VNM,n_sdg2_obesity,1,Вьетнам
948,YEM,n_sdg2_obesity,0,Йеменская Арабская Республика
949,GTM,n_sdg2_obesity,0,Гватемала
950,LBY,n_sdg2_obesity,0,Ливия
951,SOM,n_sdg2_obesity,0,Сомали
952,SLV,n_sdg2_obesity,0,Эль-Сальвадор
953,OMN,n_sdg2_obesity,0,Оман
954,COD,n_sdg2_obesity,1,Демократическая Республика Конго
955,LBN,n_sdg2_obesity,0,Ливан
956,CMR,n_sdg2_obesity,0,Камерун
957,PER,n_sdg2_obesity,0,Перу
958,TUN,n_sdg2_obesity,0,Тунис
959,KWT,n_sdg2_obesity,0,Кувейт
960,IDN,n_sdg2_obesity,0,Индонезия
961,DZA,n_sdg2_obesity,0,Алжир
962,BDI,n_sdg2_obesity,1,Бурунди
963,MEX,n_sdg2_obesity,0,Мексика
964,SGP,n_sdg2_obesity,0,Сингапур
965,NGA,n_sdg2_obesity,0,Нигерия
966,TGO,n_sdg2_obesity,0,Того
967,MAR,n_sdg2_obesity,0,Марокко
968,MLI,n_sdg2_obesity,0,Мали
969,GNQ,n_sdg2_obesity,0,Экватор. Гвинея
970,KEN,n_sdg2_obesity,0,Кения
971,PHL,n_sdg2_obesity,1,Филиппины
972,COL,n_sdg2_obesity,0,Колумбия
973,GEO,n_sdg2_obesity,0,Грузия
974,MDG,n_sdg2_obesity,1,Мадагаскар
975,ISR,n_sdg2_obesity,0,Израиль
976,SSD,n_sdg2_obesity,1,Южный Судан
977,TCD,n_sdg2_obesity,1,Чад
978,LSO,n_sdg2_obesity,0,Лесото
979,ZWE,n_sdg2_obesity,0,Зимбабве
980,BFA,n_sdg2_obesity,1,Буркина-Фасо
981,GIN,n_sdg2_obesity,1,Гвинея
982,MNG,n_sdg2_obesity,0,Монголия
983,MOZ,n_sdg2_obesity,0,Мозамбик
984,AGO,n_sdg2_obesity,0,Ангола
985,SWZ,n_sdg2_obesity,0,Свазиленд
986,BRN,n_sdg2_obesity,0,Бруней
987,SRB,n_sdg2_obesity,0,Сербия
988,TZA,n_sdg2_obesity,0,Танзания
989,ECU,n_sdg2_obesity,0,Эквадор
990,BOL,n_sdg2_obesity,0,Боливия
991,BEN,n_sdg2_obesity,0,Бенин
992,NPL,n_sdg2_obesity,1,Непал
993,GRC,n_sdg2_obesity,0,Греция
994,MYS,n_sdg2_obesity,0,Малайзия
995,ARG,n_sdg2_obesity,0,Аргентина
996,BIH,n_sdg2_obesity,0,Босния и Герцеговина
997,THA,n_sdg2_obesity,0,Таиланд
998,PRY,n_sdg2_obesity,0,Парагвай
999,NER,n_sdg2_obesity,1,Нигер
1000,ZMB,n_sdg2_obesity,0,Замбия
1001,BWA,n_sdg2_obesity,0,Ботсвана
1002,ALB,n_sdg2_obesity,0,Албания
1003,QAT,n_sdg2_obesity,0,Катар
1004,CYP,n_sdg2_obesity,0,Кипр
1005,MWI,n_sdg2_obesity,1,Малави
1006,SEN,n_sdg2_obesity,0,Сенегал
1007,CAF,n_sdg2_obesity,1,Центр.Афр.Респуб.
1008,COG,n_sdg2_obesity,1,Республика Конго
1009,BGR,n_sdg2_obesity,0,Болгария
1010,CHL,n_sdg2_obesity,0,Чили
1011,HUN,n_sdg2_obesity,0,Венгрия
1012,MLT,n_sdg2_obesity,0,Мальта
1013,JPN,n_sdg2_obesity,1,Япония
1014,CIV,n_sdg2_obesity,0,Кот Д'Ивуар
1015,BRA,n_sdg2_obesity,0,Бразилия
1016,UKR,n_sdg2_obesity,0,Украина
1017,KOR,n_sdg2_obesity,1,Корея, Республика
1018,HRV,n_sdg2_obesity,0,Хорватия
1019,URY,n_sdg2_obesity,0,Уругвай
1020,GMB,n_sdg2_obesity,0,Гамбия
1021,USA,n_sdg2_obesity,0,США
1022,SLE,n_sdg2_obesity,1,Сьерра-Леоне
1023,ROU,n_sdg2_obesity,0,Румыния
1024,LBR,n_sdg2_obesity,0,Либерия
1025,PAN,n_sdg2_obesity,0,Панама
1026,GHA,n_sdg2_obesity,0,Гана
1027,MRT,n_sdg2_obesity,0,Мавритания
1028,ITA,n_sdg2_obesity,0,Италия
1029,MKD,n_sdg2_obesity,0,Северная Македония
1030,GAB,n_sdg2_obesity,0,Габон
1031,SVK,n_sdg2_obesity,0,Словакия
1032,MNE,n_sdg2_obesity,0,Черногория
1033,CRI,n_sdg2_obesity,0,Коста-Рика
1034,MDA,n_sdg2_obesity,0,Молдова, Республика
1035,ARM,n_sdg2_obesity,0,Армения
1036,SVN,n_sdg2_obesity,0,Словения
1037,POL,n_sdg2_obesity,0,Польша
1038,AUS,n_sdg2_obesity,0,Австралия
1039,NAM,n_sdg2_obesity,0,Намибия
1040,ZAF,n_sdg2_obesity,0,Южно-Африканская Республика
1041,FRA,n_sdg2_obesity,1,Монако
1042,ESP,n_sdg2_obesity,0,Испания
1043,AUT,n_sdg2_obesity,0,Австрия
1044,CAN,n_sdg2_obesity,0,Канада
1045,GBR,n_sdg2_obesity,0,Великобритания
1046,BEL,n_sdg2_obesity,0,Бельгия
1047,ISL,n_sdg2_obesity,0,Исландия
1048,NZL,n_sdg2_obesity,0,Новая Зеландия
1049,LVA,n_sdg2_obesity,0,Латвия
1050,LTU,n_sdg2_obesity,0,Литва
1051,TUR,n_sdg2_obesity,0,Турция
1052,LUX,n_sdg2_obesity,0,Люксембург
1053,DEU,n_sdg2_obesity,0,Германия
1054,CZE,n_sdg2_obesity,0,Чешская Республика
1055,CHE,n_sdg2_obesity,0,Швейцария
1056,PRT,n_sdg2_obesity,0,Португалия
1057,IRL,n_sdg2_obesity,0,Ирландия
1058,DNK,n_sdg2_obesity,0,Дания
1059,FIN,n_sdg2_obesity,0,Финляндия
